gen,best,avg,worst,std,lin12,lag2,fork_rate,cell_survive,egl1_sens,notch_thresh
75,4.190860074148174,2.9255983871548743,0.2092227199809591,0.8838663172073193,2.517,2.881,1.038,5.333,1.962,0.41
76,4.217940653803205,2.9942972489991706,0.19945349590393247,0.8769684059296315,2.692,3.275,1.037,5.199,1.992,0.394
77,4.217940653803205,2.985118883315021,1.4473256793688762,0.8815044329199694,2.552,3.234,1.225,5.534,1.78,0.357
78,4.217940653803205,2.9412003510901656,0.37119355535731824,0.9716570170126733,2.827,3.171,1.452,5.55,1.938,0.328
79,4.217940653803205,3.0683355978829825,1.2725892986899177,0.7648051852134609,2.667,3.14,1.553,5.509,1.808,0.347
80,4.217940653803205,3.175046050422503,1.2175557073015812,0.927815061868432,2.597,3.125,1.731,5.701,2.054,0.347
81,4.217940653803205,3.023036068512545,0.9930603722487921,0.8511617390869347,2.729,3.014,1.839,5.719,1.903,0.37
82,4.217940653803205,3.0550520713505005,0.17291068292804024,0.9422700528861077,2.608,2.997,1.913,5.846,2.053,0.356
83,4.217940653803205,3.198982242708402,0.7222049475881787,0.8117210715349589,2.492,2.918,1.736,5.675,1.939,0.345
84,4.217940653803205,3.141188392072301,0.5678488336530318,0.8934688627666986,2.477,3.214,1.802,5.663,1.951,0.407
85,4.234119344137295,3.034674770592991,0.0,0.9632146644577946,2.596,2.974,2.225,5.605,1.992,0.464
86,4.234119344137295,3.1438053906461976,0.7272710667271829,0.9004639834105387,2.501,3.066,2.955,5.524,2.12,0.554
87,4.234119344137295,3.1677380765638334,1.514275996938351,0.784507858128615,2.521,3.055,3.559,5.406,2.027,0.544
88,4.234119344137295,2.92664273784347,0.2532671817359877,0.8241458708271037,2.826,2.947,3.736,5.232,2.085,0.628
89,4.247989348101255,3.036450610250961,1.0835138843503347,0.826408548453062,2.771,3.097,3.831,5.245,1.988,0.74
90,4.247989348101255,3.06347487875702,0.936491285532187,0.8875402445335582,2.571,3.599,3.912,5.27,1.888,0.831
91,4.247989348101255,3.1961858933592424,1.840605060511816,0.718734418277872,2.624,3.088,3.926,5.173,1.911,0.802
92,4.247989348101255,3.0840334367191407,1.2678635988421538,0.855420525197604,2.557,3.285,4.157,5.179,1.868,0.716
93,4.247989348101255,3.0513466469732236,0.7358220298004159,0.9689165571758217,2.628,3.563,4.204,5.212,1.894,0.756
94,4.248963696844784,3.2540748793054672,1.5378951603889937,0.8498595494792538,2.625,3.16,4.219,5.241,1.977,0.685
95,4.2520650739363175,3.0377405578992924,0.9902492326011387,0.9294477407062129,2.578,2.98,4.442,5.066,1.971,0.473
96,4.2520650739363175,3.12845855654364,0.33618965560005454,0.926078747317359,2.565,3.014,4.459,5.212,1.85,0.43
97,4.2520650739363175,2.9722042963165087,0.6995688819125494,0.9084953228059418,2.551,3.332,4.599,5.176,1.847,0.518
98,4.2520650739363175,3.0951820929808758,0.9541535538576058,0.8657318254499039,2.564,3.044,4.578,5.094,1.842,0.523
99,4.2520650739363175,3.066514912701478,0.9296455575388411,0.9053796527086765,2.475,3.11,4.508,5.205,1.828,0.491
