gen,best,avg,worst,std,lin12,lag2,fork_rate,cell_survive,egl1_sens,notch_thresh
71,3.941661705368414,2.629667010995034,0.8471746554452648,0.6527435420048217,3.142,1.846,2.389,4.014,0.044,1.124
72,3.941661705368414,2.636456740473621,1.3112139157170275,0.6473540630312526,2.811,2.001,2.804,4.055,0.053,1.029
73,3.941661705368414,2.603641458361943,0.4720706453945036,0.8506959731527445,2.754,1.855,3.214,3.835,0.052,0.906
74,3.941661705368414,2.634389647865055,0.4418287845187048,0.7254889891834694,2.836,1.811,3.546,4.32,0.054,0.653
75,3.941661705368414,2.455895145882353,0.7263746426219391,0.7449362530509248,2.776,1.739,3.65,4.495,0.024,0.515
76,3.941661705368414,2.505845000116363,0.8886105176762316,0.7359731022197044,2.991,1.535,3.955,4.208,0.024,0.416
77,3.941661705368414,2.532919233345285,0.9246900746999238,0.7349083935436387,2.946,1.51,3.958,4.116,0.024,0.346
78,3.941661705368414,2.5253106488385444,1.0963369681094188,0.7587565756983397,2.935,1.612,3.935,4.312,0.027,0.235
79,3.941661705368414,2.450256834232944,0.0,0.8703218383850213,3.252,1.894,3.918,4.394,0.021,0.288
80,3.941661705368414,2.79708960864838,1.4138767126798046,0.6705385944443469,3.037,2.077,3.796,4.518,0.016,0.325
81,3.941661705368414,2.6914820087331326,0.29267252847616243,0.7521729056022646,3.347,2.144,4.059,4.47,0.013,0.195
82,3.941661705368414,2.559353253844324,0.10483370313110019,0.703535620114722,3.402,1.869,4.196,4.472,0.012,0.151
83,3.941661705368414,2.4447502986360177,1.0989571237248321,0.7035388300967146,3.212,2.074,4.079,4.206,0.012,0.133
84,4.007260501960008,2.5590151798869956,0.7334137585458391,0.7686198193752427,3.2,2.468,4.208,4.079,0.015,0.137
85,4.007260501960008,2.5181099412252226,0.7696575428769887,0.7830838867944873,2.941,2.183,4.466,3.915,0.016,0.132
86,4.007260501960008,2.3922087207217344,0.0,0.8274772102841836,2.847,2.271,4.045,4.338,0.017,0.147
87,4.007260501960008,2.5645853912121948,0.7172986970626596,0.7632945055633981,2.732,1.857,3.743,4.398,0.016,0.129
88,4.01135219126132,2.694387080841391,1.4911986152312937,0.6948229009663505,2.768,1.591,3.401,4.343,0.015,0.133
89,4.01135219126132,2.6676667849744216,0.3675243524408356,0.9165439210293767,2.808,1.534,3.268,4.174,0.013,0.147
90,4.01135219126132,2.7511208816172283,0.8943172150574539,0.7675540935726418,2.843,1.661,3.89,4.261,0.013,0.152
91,4.01135219126132,2.692442183863377,0.9940453309984396,0.7979725027813339,2.707,1.718,4.001,4.187,0.013,0.152
92,4.01135219126132,2.6089914576929822,0.8110909771843602,0.8686874033409885,2.939,1.81,4.357,4.693,0.012,0.145
93,4.01135219126132,2.556222353171111,0.68089696830764,0.7679822990997041,3.041,1.657,4.305,4.743,0.012,0.142
94,4.01135219126132,2.5178480423421594,0.9306695903451896,0.7796416746646919,3.062,1.632,4.379,4.32,0.011,0.141
95,4.01135219126132,2.360724442166686,0.0,0.9710878927224865,2.81,1.734,4.236,4.15,0.011,0.182
96,4.01135219126132,2.3720036767957917,0.335421716722089,0.8365880927161532,2.755,1.783,4.091,4.275,0.012,0.17
97,4.027590037884593,2.5478360812880663,0.8904489996796826,0.8293666346956021,2.797,1.696,4.238,3.871,0.011,0.166
98,4.027590037884593,2.583636359593399,0.6873156891238676,0.687235563896981,2.822,1.904,4.043,4.099,0.011,0.161
99,4.027590037884593,2.688215659234337,1.6831582118854225,0.674528036420639,2.759,1.864,4.027,4.0,0.012,0.154
